Relatório de Clientes por Grupo

Total de Grupos: 13
Total de Clientes: 9485
Total de Cidades: 128

Cod.Cliente;Cliente;Cod.IBGE
Cliente 15245;TRA1229;3524808
Cliente 15287;TRA1231;3541406
Cliente 15315;TRA1235;3535507
Cliente 15317;TRA1236;3553401
Cliente 15360;TRA1240;4115200
Cliente 15366;TRA1241;4106902
Cliente 15396;TRA1243;4128104
Cliente 15548;TRA1249;3554102
Cliente 15588;TRA1251;4101507
Cliente 15630;TRA1255;4106902
Cliente 15820;TRA1263;3529005
Cliente 15891;TRA1268;3541406
Cliente 15911;TRA1269;4111803
Cliente 16061;TRA1279;3542404
Cliente 16182;TRA1286;4111803
Cliente 16215;TRA1291;4127106
Cliente 16263;TRA1294;3541406
Cliente 16280;TRA1298;3525706
Cliente 16285;TRA1299;4121000
Cliente 16314;TRA1300;3515509
Cliente 16349;TRA1302;3550308
Cliente 16372;TRA1303;3550308
Cliente 16412;TRA1310;3522505
Cliente 16584;TRA1316;3535507
Cliente 16630;TRA1319;3535507
Cliente 16727;TRA1323;3527108
Cliente 16785;TRA1325;3557105
Cliente 16838;TRA1334;3502804
Cliente 16875;TRA1338;4102406
Cliente 16891;TRA1339;3532603
Cliente 16948;TRA1342;4101507
Cliente 16970;TRA1344;3530300
Cliente 16986;TRA1346;4102406
Cliente 17014;TRA1349;4123907
Cliente 17051;TRA1351;3550308
Cliente 17153;TRA1354;4101507
Cliente 17163;TRA1355;3537305
Cliente 17187;TRA1358;4128104
Cliente 17233;TRA1360;3556206
Cliente 17258;TRA1362;3538709
Cliente 17286;TRA1364;3541406
Cliente 17311;TRA1365;3515509
Cliente 17318;TRA1366;3543402
Cliente 17368;TRA1370;3554102
Cliente 17390;TRA1371;3518800
Cliente 17449;TRA1374;3549805
Cliente 17647;TRA1376;3526902
Cliente 17731;TRA1382;4117503
Cliente 17767;TRA1384;3550308
Cliente 17781;TRA1385;3504008
Cliente 17792;TRA1386;3553401
Cliente 17793;TRA1387;3551603
Cliente 17826;TRA1388;3542404
Cliente 18051;TRA1399;4106902
Cliente 18094;TRA1400;3503208
Cliente 18125;TRA1406;3526902
Cliente 18176;TRA1408;4125506
Cliente 18237;TRA1411;3509502
Cliente 18337;TRA1413;4122404
Cliente 18352;TRA1414;3543402
Cliente 18353;TRA1415;3543402
Cliente 18443;TRA1419;4111803
Cliente 18494;TRA1422;3531407
Cliente 18498;TRA1423;3501608
Cliente 18512;TRA1425;3549805
Cliente 18592;TRA1427;3534708
Cliente 18647;TRA1430;4121000
Cliente 18806;TRA1443;3549805
Cliente 18825;TRA1446;4110706
Cliente 18960;TRA1453;3550308
Cliente 18976;TRA1455;4120705
Cliente 18989;TRA1456;4111803
Cliente 19082;TRA1459;3518800
Cliente 19129;TRA1460;3525706
Cliente 19319;TRA1469;3518800
Cliente 19505;TRA1473;3553401
Cliente 19611;TRA1479;3518800
Cliente 19613;TRA1480;3518800
Cliente 19686;TRA1483;4127106
Cliente 19736;TRA1488;5002704
Cliente 19836;TRA1491;3503208
Cliente 19857;TRA1492;3554102
Cliente 19909;TRA1495;4103701
Cliente 19924;TRA1497;3541406
Cliente 19936;TRA1498;4125506
Cliente 20018;TRA1502;3541406
Cliente 20172;TRA1510;3515509
Cliente 20281;TRA1516;3529005
Cliente 20348;TRA1519;3526902
Cliente 20353;TRA1520;4111803
Cliente 20361;TRA1521;3509502
Cliente 20448;TRA1523;2304400
Cliente 21394;TRA1528;3106200
Cliente 21789;TRA1530;3304557
Cliente 22497;TRA1531;3304557
Cliente 22675;TRA1533;3304557
Cliente 22676;TRA1534;3304557
Cliente 22701;TRA1535;5002704
Cliente 22978;TRA1537;3525706
Cliente 22980;TRA1538;3501608
Cliente 22993;TRA1543;3526902
Cliente 23369;TRA1544;3505500
Cliente 23370;TRA1545;3550308
Cliente 23371;TRA1546;3550308
Cliente 23372;TRA1547;3525706
Cliente 23374;TRA1548;3550308
Cliente 23402;TRA1569;3550308
Cliente 23415;TRA1575;3550308
Cliente 23424;TRA1576;3502804
Cliente 23425;TRA1577;3502804
Cliente 23431;TRA1579;3550308
Cliente 23434;TRA1580;3513009
Cliente 23436;TRA1581;3544608
Cliente 23449;TRA1585;3503208
Cliente 23473;TRA1603;3520509
Cliente 23474;TRA1604;3505500
Cliente 23475;TRA1605;3530300
Cliente 23504;TRA1619;3511003
Cliente 23520;TRA1621;3548708
Cliente 23524;TRA1623;3503208
Cliente 23530;TRA1624;3520509
Cliente 23543;TRA1630;3524808
Cliente 23682;TRA1698;3519071
Cliente 23683;TRA1699;3553401
Cliente 23686;TRA1700;3530300
Cliente 23690;TRA1703;3534708
Cliente 23691;TRA1704;3534708
Cliente 23701;TRA1707;3526902
Cliente 23705;TRA1710;3518800
Cliente 23721;TRA1720;3509502
Cliente 23736;TRA1723;3509502
Cliente 23739;TRA1726;3552205
Cliente 23746;TRA1730;3506508
Cliente 23752;TRA1733;3509502
Cliente 23753;TRA1734;3509502
Cliente 23769;TRA1740;3500105
Cliente 23784;TRA1748;3510401
Cliente 23788;TRA1749;3518800
Cliente 23799;TRA1755;3509502
Cliente 23925;TRA1786;3549805
Cliente 23930;TRA1788;3514403
Cliente 23942;TRA1792;3518800
Cliente 23944;TRA1793;3512407
Cliente 23969;TRA1808;3516705
Cliente 23978;TRA1814;3553401
Cliente 23979;TRA1815;3517802
Cliente 23995;TRA1819;3529005
Cliente 24010;TRA1821;3500105
Cliente 24013;TRA1822;3518800
Cliente 24031;TRA1827;3543402
Cliente 24033;TRA1829;3550308
Cliente 24045;TRA1833;3545803
Cliente 24046;TRA1834;3522505
Cliente 24047;TRA1835;3522505
Cliente 24048;TRA1836;3522505
Cliente 24049;TRA1837;3522505
Cliente 24050;TRA1838;3522505
Cliente 24058;TRA1841;3505500
Cliente 24067;TRA1846;3554102
Cliente 24068;TRA1847;3510401
Cliente 24073;TRA1848;3543402
Cliente 24074;TRA1849;3543402
Cliente 24075;TRA1850;3545803
Cliente 24080;TRA1852;3526902
Cliente 24089;TRA1856;3553401
Cliente 24097;TRA1860;3555000
Cliente 24109;TRA1862;3525706
Cliente 24110;TRA1863;3525706
Cliente 24162;TRA1888;3512407
Cliente 24167;TRA1889;3541406
Cliente 24182;TRA1895;3528106
Cliente 24186;TRA1897;3550308
Cliente 24189;TRA1899;3543402
Cliente 24190;TRA1900;3543402
Cliente 24191;TRA1901;3543402
Cliente 24192;TRA1902;3543402
Cliente 24193;TRA1903;3543402
Cliente 24194;TRA1904;3543402
Cliente 24195;TRA1905;3543402
Cliente 24202;TRA1909;3542404
Cliente 24206;TRA1910;3536109
Cliente 24214;TRA1914;3538709
Cliente 24219;TRA1918;3501608
Cliente 24228;TRA1925;3541406
Cliente 24234;TRA1926;3522505
Cliente 24237;TRA1929;3553401
Cliente 24240;TRA1930;3546405
Cliente 24244;TRA1932;3520509
Cliente 24264;TRA1937;3538709
Cliente 24266;TRA1938;3530300
Cliente 24284;TRA1942;3538709
Cliente 24285;TRA1943;3523107
Cliente 24301;TRA1949;3550308
Cliente 24303;TRA1951;3550308
Cliente 24304;TRA1952;3540804
Cliente 24306;TRA1954;3530300
Cliente 24310;TRA1956;3548708
Cliente 24311;TRA1957;3501608
Cliente 24313;TRA1958;3522505
Cliente 24317;TRA1961;3546405
Cliente 24322;TRA1963;3522505
Cliente 24323;TRA1964;3522505
Cliente 24328;TRA1966;3550308
Cliente 24334;TRA1970;3530300
Cliente 24335;TRA1971;3541406
Cliente 24336;TRA1972;3541406
Cliente 24338;TRA1973;3545803
Cliente 24342;TRA1975;3528106
Cliente 24344;TRA1976;3507605
Cliente 24346;TRA1978;3535507
Cliente 24347;TRA1979;3510401
Cliente 24350;TRA1981;3542404
Cliente 24352;TRA1983;3536109
Cliente 24362;TRA1987;3550308
Cliente 24363;TRA1988;3550308
Cliente 24369;TRA1992;3520509
Cliente 24370;TRA1993;3503208
Cliente 24385;TRA2001;3520509
Cliente 24395;TRA2005;3509502
Cliente 24418;TRA2009;3547809
Cliente 24419;TRA2010;3541406
Cliente 24421;TRA2011;3541406
Cliente 24439;TRA2017;3546405
Cliente 24447;TRA2022;3554102
Cliente 24457;TRA2025;3529005
Cliente 24458;TRA2026;3541406
Cliente 24465;TRA2030;3541406
Cliente 24475;TRA2034;3505500
Cliente 24492;TRA2042;3542404
Cliente 24493;TRA2043;3541406
Cliente 24494;TRA2044;3519071
Cliente 24495;TRA2045;3541406
Cliente 24497;TRA2046;3542404
Cliente 24499;TRA2048;3541406
Cliente 24520;TRA2059;3500105
Cliente 24523;TRA2061;3520509
Cliente 24532;TRA2064;3516705
Cliente 24533;TRA2065;3538709
Cliente 24537;TRA2066;3554102
Cliente 24555;TRA2074;3522505
Cliente 24560;TRA2076;3506508
Cliente 24565;TRA2079;3530300
Cliente 24569;TRA2080;3517802
Cliente 24572;TRA2081;3506508
Cliente 24588;TRA2085;3520509
Cliente 24589;TRA2086;3505500
Cliente 24591;TRA2087;3547809
Cliente 24623;TRA2110;3547809
Cliente 24632;TRA2118;3550308
Cliente 24647;TRA2122;3554102
Cliente 24648;TRA2123;3510401
Cliente 24651;TRA2125;3519071
Cliente 24655;TRA2128;3550308
Cliente 24686;TRA2142;3526902
Cliente 24690;TRA2143;3519071
Cliente 24693;TRA2144;3514403
Cliente 24711;TRA2149;3554102
Cliente 24712;TRA2150;3504008
Cliente 24717;TRA2152;3526902
Cliente 24741;TRA2156;3505500
Cliente 24756;TRA2159;3534708
Cliente 24766;TRA2163;3510401
Cliente 24771;TRA2164;3519071
Cliente 24773;TRA2165;3549805
Cliente 24781;TRA2171;3544608
Cliente 24789;TRA2177;3509502
Cliente 24808;TRA2185;3511003
Cliente 24839;TRA2191;3517802
Cliente 24840;TRA2192;3517802
Cliente 24851;TRA2195;3515509
Cliente 24855;TRA2197;3533403
Cliente 24859;TRA2198;3536109
Cliente 24870;TRA2201;3526902
Cliente 24872;TRA2203;3542404
Cliente 24878;TRA2204;3544608
Cliente 24880;TRA2205;3550308
Cliente 24883;TRA2206;3552205
Cliente 24884;TRA2207;3538709
Cliente 24909;TRA2223;3521606
Cliente 24951;TRA2252;3520509
Cliente 24960;TRA2255;3557105
Cliente 24968;TRA2259;3514403
Cliente 24978;TRA2262;3515509
Cliente 24983;TRA2265;3519071
Cliente 24990;TRA2267;3549805
Cliente 24993;TRA2268;3536109
Cliente 25007;TRA2271;3525706
Cliente 25012;TRA2273;3518800
Cliente 25018;TRA2275;3518800
Cliente 25019;TRA2276;3530300
Cliente 25047;TRA2286;3519071
Cliente 25060;TRA2291;3550308
Cliente 25063;TRA2293;3547809
Cliente 25073;TRA2294;3550308
Cliente 25074;TRA2295;3550308
Cliente 25075;TRA2296;3550308
Cliente 25077;TRA2297;3514403
Cliente 25078;TRA2298;3550308
Cliente 25104;TRA2303;3538709
Cliente 25106;TRA2304;3540804
Cliente 25240;TRA2310;3526902
Cliente 25241;TRA2311;3541406
Cliente 25242;TRA2312;3528106
Cliente 25262;TRA2317;3538709
Cliente 25268;TRA2319;3502804
Cliente 25273;TRA2321;3545803
Cliente 25283;TRA2328;3543402
Cliente 25294;TRA2331;3518800
Cliente 25297;TRA2334;3524808
Cliente 25301;TRA2337;3509502
Cliente 25360;TRA2341;3538709
Cliente 25369;TRA2345;3526902
Cliente 25370;TRA2346;3545803
Cliente 25372;TRA2347;3555000
Cliente 25377;TRA2350;3551603
Cliente 25378;TRA2351;3551603
Cliente 25383;TRA2353;3555000
Cliente 25387;TRA2356;3552205
Cliente 25394;TRA2359;3525706
Cliente 25395;TRA2360;3510401
Cliente 25403;TRA2364;3519071
Cliente 25406;TRA2367;3550308
Cliente 25410;TRA2370;3504008
Cliente 25419;TRA2371;3544608
Cliente 25420;TRA2372;3535507
Cliente 25421;TRA2373;3514403
Cliente 25427;TRA2375;3553401
Cliente 25433;TRA2376;3550308
Cliente 25442;TRA2382;3505500
Cliente 25444;TRA2383;3533403
Cliente 25456;TRA2388;3502804
Cliente 25458;TRA2389;3529005
Cliente 25461;TRA2391;3541406
Cliente 25476;TRA2394;3549805
Cliente 25482;TRA2397;3553401
Cliente 25489;TRA2400;3529005
Cliente 25554;TRA2407;4106902
Cliente 25574;TRA2409;3543402
Cliente 25577;TRA2411;3552205
Cliente 25594;TRA2416;3538709
Cliente 25600;TRA2418;3508108
Cliente 25609;TRA2420;3506508
Cliente 25752;TRA2424;3552205
Cliente 25777;TRA2425;3511003
Cliente 25778;TRA2426;3523107
Cliente 25785;TRA2429;3538709
Cliente 25786;TRA2430;3554102
Cliente 25801;TRA2435;3518800
Cliente 25810;TRA2439;3515509
Cliente 25811;TRA2440;3504008
Cliente 25818;TRA2442;4127106
Cliente 25898;TRA2448;4109708
Cliente 25947;TRA2453;3555000
Cliente 25950;TRA2454;3513009
Cliente 25951;TRA2455;3508108
Cliente 25964;TRA2459;3505500
Cliente 25966;TRA2461;3521606
Cliente 25984;TRA2466;3529005
Cliente 25985;TRA2467;3516705
Cliente 25987;TRA2469;3538709
Cliente 25988;TRA2470;3538709
Cliente 25989;TRA2471;3552205
Cliente 25992;TRA2472;3541406
Cliente 25993;TRA2473;3529005
Cliente 25995;TRA2474;3510401
Cliente 26000;TRA2476;3552205
Cliente 26005;TRA2479;3502804
Cliente 26064;TRA2483;4107504
Cliente 26085;TRA2485;4106902
Cliente 26107;TRA2487;4114807
Cliente 26128;TRA2488;4109708
Cliente 26138;TRA2489;4103701
Cliente 26139;TRA2490;4125506
Cliente 26143;TRA2491;4106902
Cliente 26154;TRA2492;4118204
Cliente 26172;TRA2495;4115200
Cliente 26177;TRA2497;3548708
Cliente 26184;TRA2499;3541406
Cliente 26190;TRA2502;3541406
Cliente 26207;TRA2507;3541406
Cliente 26213;TRA2510;3527108
Cliente 26284;TRA2518;4121000
Cliente 26358;TRA2548;4121000
Cliente 26361;TRA2550;4110706
Cliente 26411;TRA2564;4101507
Cliente 26417;TRA2566;4123907
Cliente 26428;TRA2568;4103701
Cliente 26430;TRA2569;4112801
Cliente 26432;TRA2571;4108304
Cliente 26435;TRA2573;4104808
Cliente 26499;TRA2618;4128104
Cliente 26539;TRA2651;4106902
Cliente 26570;TRA2657;4104808
Cliente 26574;TRA2660;4118204
Cliente 26602;TRA2666;4117503
Cliente 26603;TRA2667;4124103
Cliente 26604;TRA2668;4101507
Cliente 26607;TRA2669;4106902
Cliente 26610;TRA2672;4115200
Cliente 26617;TRA2675;4106902
Cliente 26620;TRA2677;4108304
Cliente 26652;TRA2686;4115200
Cliente 26664;TRA2690;4121000
Cliente 26668;TRA2692;4113700
Cliente 26676;TRA2699;4115200
Cliente 26677;TRA2700;4115200
Cliente 26678;TRA2701;4125506
Cliente 26679;TRA2702;4123907
Cliente 26680;TRA2703;4116901
Cliente 26681;TRA2704;4107504
Cliente 26682;TRA2705;4105508
Cliente 26683;TRA2706;4126256
Cliente 26684;TRA2707;4124103
Cliente 26685;TRA2708;4121000
Cliente 26686;TRA2709;4115200
Cliente 26687;TRA2710;4110706
Cliente 26692;TRA2713;4127106
Cliente 26706;TRA2721;4109708
Cliente 26709;TRA2723;4119905
Cliente 26721;TRA2728;4103701
Cliente 26724;TRA2729;4125506
Cliente 26726;TRA2730;4125506
Cliente 26732;TRA2732;4112801
Cliente 26734;TRA2734;4101507
Cliente 26736;TRA2736;4104808
Cliente 26737;TRA2737;4104808
Cliente 26739;TRA2738;4109708
Cliente 26740;TRA2739;4116901
Cliente 26741;TRA2740;4104808
Cliente 26742;TRA2741;4104808
Cliente 26743;TRA2742;4104808
Cliente 26744;TRA2743;4104808
Cliente 26745;TRA2744;4104808
Cliente 26749;TRA2745;4110706
Cliente 26752;TRA2746;4116901
Cliente 26753;TRA2747;4106902
Cliente 26756;TRA2749;4121000
Cliente 26759;TRA2752;4125506
Cliente 26776;TRA2756;4119905
Cliente 26777;TRA2757;4115200
Cliente 26786;TRA2759;4125506
Cliente 26787;TRA2760;4105508
Cliente 26797;TRA2762;4117503
Cliente 26813;TRA2765;4103701
Cliente 26856;TRA2776;4104808
Cliente 26857;TRA2777;4101507
Cliente 26858;TRA2778;4112801
Cliente 26861;TRA2780;4122404
Cliente 26865;TRA2783;4103701
Cliente 26887;TRA2788;4114807
Cliente 26897;TRA2793;4123907
Cliente 26911;TRA2799;4105508
Cliente 27098;TRA2806;4117503
Cliente 27100;TRA2808;4101507
Cliente 27139;TRA2820;4126256
Cliente 27141;TRA2821;4127106
Cliente 27154;TRA2825;4118204
Cliente 27155;TRA2826;4105508
Cliente 27171;TRA2829;4104808
Cliente 27172;TRA2830;4104808
Cliente 27173;TRA2831;4104808
Cliente 27174;TRA2832;4106902
Cliente 27177;TRA2833;4121000
Cliente 27178;TRA2834;4101507
Cliente 27198;TRA2838;4105508
Cliente 27205;TRA2841;4119905
Cliente 27206;TRA2842;4119905
Cliente 27207;TRA2843;4119905
Cliente 27208;TRA2844;4119905
Cliente 27209;TRA2845;4124103
Cliente 27217;TRA2848;4106902
Cliente 27225;TRA2849;4115200
Cliente 27245;TRA2852;4127106
Cliente 27246;TRA2853;4105508
Cliente 27249;TRA2856;4123907
Cliente 27258;TRA2858;4121000
Cliente 27267;TRA2863;4104808
Cliente 27287;TRA2867;4116901
Cliente 27299;TRA2869;4118204
Cliente 27316;TRA2874;4104808
Cliente 27320;TRA2877;4104808
Cliente 27339;TRA2880;4119905
Cliente 27340;TRA2881;4115200
Cliente 27357;TRA2890;4112801
Cliente 27358;TRA2891;4125506
Cliente 27359;TRA2892;4120705
Cliente 27360;TRA2893;4120705
Cliente 27363;TRA2895;4124103
Cliente 27365;TRA2896;4104808
Cliente 27366;TRA2897;4120705
Cliente 27384;TRA2901;4116901
Cliente 27385;TRA2902;4107504
Cliente 27388;TRA2904;4104808
Cliente 27389;TRA2905;4104808
Cliente 27391;TRA2906;4109708
Cliente 27416;TRA2914;4117503
Cliente 27417;TRA2915;4101507
Cliente 27427;TRA2918;4112801
Cliente 27458;TRA2922;4104808
Cliente 27490;TRA2927;4107504
Cliente 27493;TRA2928;4112801
Cliente 27495;TRA2929;4115200
Cliente 27496;TRA2930;4124103
Cliente 27501;TRA2933;4117503
Cliente 27512;TRA2936;4114807
Cliente 27514;TRA2937;4123907
Cliente 27553;TRA2948;4114807
Cliente 27789;TRA2955;4106902
Cliente 27810;TRA2963;4100400
Cliente 27814;TRA2965;4100400
Cliente 27817;TRA2967;4114807
Cliente 27824;TRA2970;4105508
Cliente 27826;TRA2972;4124103
Cliente 27835;TRA2976;4106902
Cliente 27863;TRA2980;4205407
Cliente 27918;TRA2982;4113700
Cliente 27919;TRA2983;4101507
Cliente 27926;TRA2987;4110706
Cliente 27927;TRA2988;4118204
Cliente 27928;TRA2989;4104808
Cliente 30539;TRA3014;4109708
Cliente 30551;TRA3019;4113700
Cliente 30627;TRA3025;3539202
Cliente 30635;TRA3026;3525706
Cliente 30644;TRA3028;3528106
Cliente 30649;TRA3032;3542404
Cliente 30652;TRA3033;3506508
Cliente 30851;TRA3038;4107504
Cliente 31114;TRA3039;3550308
Cliente 31944;TRA3042;4106902
Cliente 32008;TRA3044;3547809
Cliente 32390;TRA3045;3550308
Cliente 32801;TRA3046;3550308
Cliente 33529;TRA3047;4106902
Cliente 34044;TRA3048;3534708
Cliente 34078;TRA3049;3518800
Cliente 34181;TRA3051;3534708
Cliente 34303;TRA3052;3550308
Cliente 34432;TRA3056;4101507
Cliente 34435;TRA3057;4108304
Cliente 34534;TRA3059;4114807
Cliente 34549;TRA3060;4106902
Cliente 35838;TRA3062;3505500
Cliente 35843;TRA3063;4113700
Cliente 35850;TRA3065;3550308
Cliente 35858;TRA3066;4102406
Cliente 35863;TRA3067;4116901
Cliente 35868;TRA3068;4121000
Cliente 35869;TRA3069;4106902
Cliente 35872;TRA3070;4106902
Cliente 35873;TRA3071;3504008
Cliente 35922;TRA3074;4118204
Cliente 35928;TRA3076;4119905
Cliente 35947;TRA3080;3506508
Cliente 35953;TRA3082;4120705
Cliente 35964;TRA3088;4122404
Cliente 35965;TRA3089;4107504
Cliente 35969;TRA3091;4110706
Cliente 35979;TRA3093;3556206
Cliente 35988;TRA3097;3542404
Cliente 36012;TRA3098;4122404
Cliente 36017;TRA3100;3506508
Cliente 36036;TRA3103;3530300
Cliente 36047;TRA3104;3505500
Cliente 36060;TRA3106;3530300
Cliente 36065;TRA3109;4123907
Cliente 36070;TRA3110;3541406
Cliente 36101;TRA3115;4118204
Cliente 36115;TRA3119;4106902
Cliente 36116;TRA3120;4119905
Cliente 36134;TRA3122;3510401
Cliente 36151;TRA3125;4109708
Cliente 36159;TRA3126;3555000
Cliente 36166;TRA3127;3549805
Cliente 36173;TRA3130;4106902
Cliente 36185;TRA3133;4115200
Cliente 36205;TRA3136;4115200
Cliente 36217;TRA3139;3507605
Cliente 36224;TRA3141;4114807
Cliente 36226;TRA3142;3506508
Cliente 36249;TRA3146;3509502
Cliente 36258;TRA3147;3538709
Cliente 36259;TRA3148;4112801
Cliente 36262;TRA3149;4100400
Cliente 36263;TRA3150;4123907
Cliente 36264;TRA3151;4109708
Cliente 36265;TRA3152;3530300
Cliente 36290;TRA3158;3523107
Cliente 36299;TRA3159;4128104
Cliente 36302;TRA3160;3549805
Cliente 36323;TRA3161;3503208
Cliente 36341;TRA3164;4120705
Cliente 36352;TRA3166;3555000
Cliente 36354;TRA3167;4112801
Cliente 36360;TRA3169;3525706
Cliente 36364;TRA3171;4109708
Cliente 36374;TRA3172;4125506
Cliente 36380;TRA3173;3522505
Cliente 36386;TRA3174;4119905
Cliente 36397;TRA3176;4102406
Cliente 36421;TRA3181;4109708
Cliente 36428;TRA3184;4101507
Cliente 36429;TRA3185;3525706
Cliente 36444;TRA3186;3502804
Cliente 36460;TRA3189;3538709
Cliente 36469;TRA3191;3518800
Cliente 36472;TRA3192;3550308
Cliente 36489;TRA3194;4128104
Cliente 36493;TRA3196;4106902
Cliente 36497;TRA3198;3555000
Cliente 36498;TRA3199;3515509
Cliente 36503;TRA3201;4101507
Cliente 36505;TRA3203;3525706
Cliente 36514;TRA3207;3527108
Cliente 36517;TRA3208;4106902
Cliente 36518;TRA3209;3537305
Cliente 36523;TRA3211;3524808
Cliente 36546;TRA3216;3538709
Cliente 36548;TRA3217;4128104
Cliente 36550;TRA3218;3524808
Cliente 36551;TRA3219;3524808
Cliente 36552;TRA3220;3524808
Cliente 36567;TRA3223;4101507
Cliente 36569;TRA3224;3509502
Cliente 36573;TRA3227;3550308
Cliente 36590;TRA3231;4208450
Cliente 36593;TRA3232;4115200
Cliente 36661;TRA3233;3503208
Cliente 36734;TRA3243;3541406
Cliente 36757;TRA3246;3555000
Cliente 36759;TRA3247;3550308
Cliente 36791;TRA3255;4104808
Cliente 36798;TRA3257;3507605
Cliente 36801;TRA3259;4127106
Cliente 36804;TRA3260;4106902
Cliente 36810;TRA3262;4114807
Cliente 36815;TRA3263;4125506
Cliente 36843;TRA3271;4106902
Cliente 36844;TRA3272;4106902
Cliente 36845;TRA3273;4106902
Cliente 36846;TRA3274;4106902
Cliente 36853;TRA3276;4117503
Cliente 36854;TRA3277;4123907
Cliente 36864;TRA3280;4125506
Cliente 36873;TRA3283;4120705
Cliente 36885;TRA3284;4120705
Cliente 36889;TRA3285;4123907
Cliente 36893;TRA3286;4120705
Cliente 36899;TRA3288;4107504
Cliente 36921;TRA3293;4103701
Cliente 36923;TRA3295;4104808
Cliente 36925;TRA3296;4115200
Cliente 36940;TRA3298;4115200
Cliente 36943;TRA3299;3541406
Cliente 38004;TRA3304;3529005
Cliente 38043;TRA3305;4128104
Cliente 41913;TRA3315;3503208
Cliente 41996;TRA3320;4106902
Cliente 42002;TRA3321;4104808
Cliente 42016;TRA3322;4100400
Cliente 42043;TRA3324;4104808
Cliente 42234;TRA3329;4123907
Cliente 42299;TRA3331;3506508
Cliente 42318;TRA3332;3548708
Cliente 42364;TRA3335;3552205
Cliente 42456;TRA3337;3507605
Cliente 42479;TRA3338;3509502
Cliente 42505;TRA3339;3553401
Cliente 42581;TRA3342;3552205
Cliente 42642;TRA3343;3543402
Cliente 42680;TRA3344;4105508
Cliente 42704;TRA3345;4101507
Cliente 42780;TRA3349;3509502
Cliente 42932;TRA3354;3518800
Cliente 42933;TRA3355;3518800
Cliente 42964;TRA3357;4109708
Cliente 43026;TRA3358;3542404
Cliente 43030;TRA3359;4105508
Cliente 43127;TRA3362;3538709
Cliente 43133;TRA3364;4119905
Cliente 43265;TRA3369;4126256
Cliente 43353;TRA3370;4113700
Cliente 43356;TRA3371;4119905
Cliente 43475;TRA3376;4106902
Cliente 43489;TRA3377;4113700
Cliente 43523;TRA3379;3533403
Cliente 43562;TRA3381;3549805
Cliente 43661;TRA3386;4105508
Cliente 43883;TRA3390;3526902
Cliente 44031;TRA3395;3506508
Cliente 44064;TRA3396;4104808
Cliente 44082;TRA3399;3524808
Cliente 44094;TRA3400;3548708
Cliente 44297;TRA3403;4111803
Cliente 44338;TRA3405;4104808
Cliente 44344;TRA3406;4104808
Cliente 44364;TRA3408;3506508
Cliente 44387;TRA3409;3545803
Cliente 44400;TRA3410;4100400
Cliente 44576;TRA3417;3548708
Cliente 44752;TRA3419;4127106
Cliente 44905;TRA3421;4122404
Cliente 44936;TRA3422;3542404
Cliente 44985;TRA3423;3534708
Cliente 45044;TRA3424;3503208
